Victim : *B151876AB1F58C2FFE355E296324D3403C6E10F5
Attacker : 068.067.153 || TS Score : 0.9
Attacker : 188.209.253 || TS Score : 9e-05
Attacker : 122.095.098 || TS Score : 9e-05
Attacker : 110.200.075 || TS Score : 0.0009
Attacker : 221.175.119 || TS Score : 0.0009
Attacker : 222.161.200 || TS Score : 0.0009
Attacker : 123.068.146 || TS Score : 9e-05
Attacker : 110.210.127 || TS Score : 0.09
Attacker : 123.097.164 || TS Score : 0.0009
Attacker : 123.088.142 || TS Score : 0.9
Attacker : 123.082.090 || TS Score : 0.0009
Attacker : 113.057.186 || TS Score : 0.9
Attacker : 223.003.031 || TS Score : 0.09
Attacker : 110.196.211 || TS Score : 0.09
Attacker : 222.043.054 || TS Score : 0.9
Attacker : 110.211.023 || TS Score : 0.09
Attacker : 222.044.082 || TS Score : 0.009
Attacker : 222.050.252 || TS Score : 0.9
Attacker : 122.090.186 || TS Score : 0.09
Attacker : 222.039.111 || TS Score : 0.9
Attacker : 110.205.011 || TS Score : 9e-05
Attacker : 111.151.193 || TS Score : 0.9
Attacker : 111.140.026 || TS Score : 0.09
Attacker : 222.163.035 || TS Score : 0.09
Attacker : 222.045.114 || TS Score : 0.009
Attacker : 110.102.248 || TS Score : 0.0009
Attacker : 211.083.157 || TS Score : 0.9
Attacker : 110.200.060 || TS Score : 9e-05
Attacker : 058.100.011 || TS Score : 0.0009
Attacker : 123.069.141 || TS Score : 0.9
Attacker : 221.174.137 || TS Score : 9e-05
Attacker : 123.084.021 || TS Score : 0.9
Attacker : 082.034.218 || TS Score : 0.0009
Attacker : 222.035.004 || TS Score : 0.0009
Attacker : 110.210.252 || TS Score : 0.09
Attacker : 222.050.078 || TS Score : 0.009
Attacker : 222.204.001 || TS Score : 0.09
Victim : *621A9C12E22E0E552996F3A84BB59833C11363F9
Attacker : 178.221.240 || TS Score : 0.009
Attacker : 108.061.228 || TS Score : 0.0009
Attacker : 095.059.201 || TS Score : 9e-05
Attacker : 092.047.217 || TS Score : 0.00099
Attacker : 178.088.176 || TS Score : 0.09
Attacker : 078.086.164 || TS Score : 0.09
Attacker : 121.098.152 || TS Score : 0.9
Attacker : 039.033.027 || TS Score : 0.009
Attacker : 092.047.219 || TS Score : 9e-05
Attacker : 139.218.248 || TS Score : 0.09
Attacker : 095.058.107 || TS Score : 0.0099
Attacker : 194.228.013 || TS Score : 0.909
Attacker : 002.133.059 || TS Score : 0.0099
Attacker : 178.222.189 || TS Score : 9e-05
Attacker : 002.135.039 || TS Score : 0.0009
Attacker : 002.135.038 || TS Score : 9e-05
Attacker : 082.192.095 || TS Score : 0.0009
Attacker : 084.106.145 || TS Score : 0.9
Attacker : 095.056.181 || TS Score : 0.0009
Attacker : 179.176.004 || TS Score : 0.0009
Attacker : 121.140.140 || TS Score : 0.999
Attacker : 066.049.251 || TS Score : 0.009
Attacker : 002.132.067 || TS Score : 0.09
Attacker : 185.057.075 || TS Score : 0.9009
Attacker : 115.227.006 || TS Score : 9e-05
Attacker : 178.090.172 || TS Score : 0.0009
Attacker : 095.059.117 || TS Score : 0.09
Attacker : 117.215.198 || TS Score : 0.9
Attacker : 002.133.040 || TS Score : 0.00099
Attacker : 125.060.156 || TS Score : 0.009
Attacker : 095.058.110 || TS Score : 0.00099
Attacker : 165.154.030 || TS Score : 9e-05
Attacker : 180.150.009 || TS Score : 9e-05
Attacker : 178.089.008 || TS Score : 0.99
Attacker : 101.161.247 || TS Score : 0.009
Attacker : 178.089.096 || TS Score : 0.09
Attacker : 037.151.231 || TS Score : 0.9999
Attacker : 001.236.189 || TS Score : 0.0009
Attacker : 178.090.162 || TS Score : 0.00099
Attacker : 178.091.224 || TS Score : 0.0009
Attacker : 088.235.029 || TS Score : 0.90009
Attacker : 092.046.090 || TS Score : 9e-05
Attacker : 178.090.141 || TS Score : 0.9
Attacker : 178.090.143 || TS Score : 0.9
Attacker : 177.143.044 || TS Score : 0.0009
Attacker : 002.132.176 || TS Score : 9e-05
Attacker : 072.092.089 || TS Score : 0.00099
Attacker : 095.059.107 || TS Score : 0.0099
Attacker : 112.160.255 || TS Score : 0.9
Attacker : 095.058.122 || TS Score : 9e-05
Attacker : 088.144.101 || TS Score : 0.009
Attacker : 122.160.002 || TS Score : 0.00099
Attacker : 078.060.083 || TS Score : 0.0009
Attacker : 194.187.250 || TS Score : 0.09
Attacker : 119.094.084 || TS Score : 0.9
Attacker : 100.037.041 || TS Score : 0.9
Attacker : 002.132.183 || TS Score : 0.0009
Attacker : 218.186.133 || TS Score : 0.09
Attacker : 178.090.168 || TS Score : 0.0009
Attacker : 002.132.187 || TS Score : 0.9
Attacker : 178.091.055 || TS Score : 0.00099
Attacker : 122.032.014 || TS Score : 0.90009
Attacker : 092.046.083 || TS Score : 0.9
Attacker : 037.048.116 || TS Score : 9e-05
Attacker : 043.251.169 || TS Score : 0.0009
Attacker : 178.090.155 || TS Score : 0.0099
Attacker : 188.123.230 || TS Score : 0.90009
Attacker : 201.235.131 || TS Score : 0.0009
Attacker : 046.166.136 || TS Score : 0.0009
Attacker : 002.135.110 || TS Score : 0.0009
Attacker : 178.089.102 || TS Score : 9e-05
Attacker : 163.158.036 || TS Score : 0.0009
Attacker : 189.032.059 || TS Score : 0.0009
Attacker : 095.057.110 || TS Score : 0.9
Attacker : 087.240.202 || TS Score : 0.0009
Attacker : 091.141.002 || TS Score : 0.0009
Attacker : 002.132.090 || TS Score : 0.0009
Attacker : 092.046.186 || TS Score : 0.0909
Attacker : 027.074.054 || TS Score : 9e-05
Attacker : 095.058.228 || TS Score : 0.9
Attacker : 002.132.252 || TS Score : 9e-05
Attacker : 093.182.016 || TS Score : 0.909
Attacker : 002.134.054 || TS Score : 0.99
Attacker : 178.090.128 || TS Score : 0.9
Attacker : 031.129.129 || TS Score : 0.9
Attacker : 062.199.144 || TS Score : 0.009
Attacker : 001.054.220 || TS Score : 0.09
Attacker : 091.106.149 || TS Score : 9e-05
Attacker : 087.153.197 || TS Score : 0.0009
Attacker : 179.253.154 || TS Score : 9e-05
Attacker : 095.058.140 || TS Score : 0.009
Attacker : 096.255.230 || TS Score : 0.09
Attacker : 073.029.233 || TS Score : 0.0009
Attacker : 144.076.072 || TS Score : 0.9
Attacker : 181.110.226 || TS Score : 0.0099
Attacker : 145.255.170 || TS Score : 9e-05
Attacker : 187.020.249 || TS Score : 0.09
Attacker : 095.056.030 || TS Score : 0.9
Attacker : 095.059.092 || TS Score : 0.0009
Attacker : 095.059.094 || TS Score : 0.0009
Attacker : 187.189.181 || TS Score : 9e-05
Attacker : 178.090.243 || TS Score : 0.9
Attacker : 058.097.162 || TS Score : 0.0009
Attacker : 092.046.021 || TS Score : 0.09
Attacker : 197.079.005 || TS Score : 0.009
Attacker : 202.078.232 || TS Score : 9e-05
Attacker : 178.089.249 || TS Score : 0.0009
Attacker : 189.004.013 || TS Score : 9e-05
Attacker : 095.056.060 || TS Score : 9e-05
Attacker : 124.072.065 || TS Score : 0.9
Attacker : 178.220.065 || TS Score : 0.0009
Attacker : 191.250.158 || TS Score : 0.009
Attacker : 024.206.004 || TS Score : 9e-05
Attacker : 145.255.181 || TS Score : 9e-05
Attacker : 002.135.176 || TS Score : 0.09
Attacker : 095.057.032 || TS Score : 0.99
Attacker : 181.094.022 || TS Score : 0.9
Attacker : 178.091.242 || TS Score : 9e-05
Attacker : 171.096.244 || TS Score : 0.9
Attacker : 178.140.098 || TS Score : 0.9
Attacker : 092.046.102 || TS Score : 0.9
Attacker : 078.032.141 || TS Score : 0.0009
Attacker : 079.179.175 || TS Score : 0.0009
Attacker : 092.046.210 || TS Score : 0.09
Attacker : 071.003.168 || TS Score : 0.009
Attacker : 031.023.121 || TS Score : 0.09
Attacker : 188.020.143 || TS Score : 9e-05
Attacker : 145.255.177 || TS Score : 0.9
Attacker : 145.255.172 || TS Score : 0.9
Attacker : 139.190.252 || TS Score : 0.009
Attacker : 079.177.150 || TS Score : 0.0009
Attacker : 202.142.110 || TS Score : 0.0009
Attacker : 096.044.120 || TS Score : 0.0009
Attacker : 117.204.213 || TS Score : 0.0009
Attacker : 128.071.142 || TS Score : 0.0009
Attacker : 178.115.130 || TS Score : 0.09
Attacker : 095.056.133 || TS Score : 0.9
Attacker : 187.033.095 || TS Score : 0.09
Attacker : 178.090.226 || TS Score : 0.009
Attacker : 114.111.166 || TS Score : 9e-05
Attacker : 103.252.200 || TS Score : 0.009
Attacker : 175.107.218 || TS Score : 0.0009
Attacker : 195.235.215 || TS Score : 0.009
Attacker : 099.228.115 || TS Score : 0.0009
Attacker : 002.132.127 || TS Score : 0.009
Attacker : 180.183.044 || TS Score : 0.0009
Attacker : 095.058.171 || TS Score : 0.009
Attacker : 049.149.084 || TS Score : 0.0009
Attacker : 178.089.024 || TS Score : 0.0009
Attacker : 177.033.140 || TS Score : 0.009
Attacker : 093.138.067 || TS Score : 9e-05
Attacker : 037.151.197 || TS Score : 0.0009
Attacker : 087.220.248 || TS Score : 9e-05
Attacker : 191.180.114 || TS Score : 0.09
Victim : *A8AF19B49E3F88F780B3CE23FC8860DC2503478B
Attacker : 074.217.078 || TS Score : 0.009
Attacker : 216.052.092 || TS Score : 0.9
Attacker : 071.006.216 || TS Score : 0.009
Attacker : 060.028.138 || TS Score : 0.009
Attacker : 123.138.020 || TS Score : 0.909
Attacker : 111.175.165 || TS Score : 0.9
Attacker : 202.101.230 || TS Score : 0.09
Attacker : 091.205.238 || TS Score : 0.09
Attacker : 059.066.096 || TS Score : 0.009
Attacker : 111.140.040 || TS Score : 0.09
Attacker : 059.045.072 || TS Score : 0.09
Attacker : 222.048.172 || TS Score : 0.09
Attacker : 115.156.129 || TS Score : 0.09
Attacker : 059.066.041 || TS Score : 0.09
Attacker : 066.035.059 || TS Score : 0.09
Attacker : 110.102.192 || TS Score : 0.09
Attacker : 111.140.011 || TS Score : 0.09
Attacker : 122.088.006 || TS Score : 0.09
Victim : *5B79A40B92CDBCC6010F6BE29764BF7837036444
Attacker : 210.242.065 || TS Score : 0.09
Attacker : 043.255.188 || TS Score : 0.9
Attacker : 066.249.067 || TS Score : 0.0009
Attacker : 085.017.135 || TS Score : 0.0009
Attacker : 221.229.166 || TS Score : 0.09
Attacker : 085.151.136 || TS Score : 0.0009
Attacker : 071.003.113 || TS Score : 9e-05
Attacker : 072.167.113 || TS Score : 0.009
Attacker : 091.189.094 || TS Score : 0.0009
Attacker : 082.139.076 || TS Score : 0.9
Attacker : 058.218.205 || TS Score : 0.90909
Attacker : 058.218.204 || TS Score : 0.09009
Attacker : 072.167.247 || TS Score : 9e-05
Attacker : 222.186.160 || TS Score : 0.0909
Attacker : 060.217.229 || TS Score : 0.0009
Attacker : 222.089.166 || TS Score : 0.90009
Victim : *0583E222D82423E2C14A4F2771EE4BB8D62BD2A2
Attacker : 217.011.054 || TS Score : 0.09999
Attacker : 217.011.053 || TS Score : 0.99999
Attacker : 064.034.165 || TS Score : 0.99999
Attacker : 142.254.144 || TS Score : 0.99999
Attacker : 122.128.109 || TS Score : 9e-05
Attacker : 089.238.067 || TS Score : 0.99999
Attacker : 089.238.075 || TS Score : 0.99999
Attacker : 142.254.130 || TS Score : 0.99999
Attacker : 089.238.066 || TS Score : 0.99999
Attacker : 089.238.082 || TS Score : 0.9009
Victim : *2DD681F2EFF490B6E3EB69AA8DC9D93474553192
Attacker : 077.066.121 || TS Score : 0.09
Attacker : 031.006.071 || TS Score : 0.09
Attacker : 141.255.167 || TS Score : 0.09999
Victim : *40A5E9C2235BF9F1F5C1E720E082F4B98A19B0C7
Attacker : 087.210.125 || TS Score : 9e-05
Attacker : 189.034.000 || TS Score : 9e-05
Attacker : 184.056.077 || TS Score : 9e-05
Attacker : 112.203.205 || TS Score : 0.009
Attacker : 152.163.000 || TS Score : 9e-05
Attacker : 198.007.059 || TS Score : 9e-05
Attacker : 067.228.177 || TS Score : 9e-05
Attacker : 101.227.172 || TS Score : 0.0009
Attacker : 062.212.072 || TS Score : 0.09
Attacker : 054.161.016 || TS Score : 0.9
Attacker : 157.056.106 || TS Score : 0.009
Attacker : 088.208.024 || TS Score : 9e-05
Attacker : 191.188.042 || TS Score : 0.09
Attacker : 108.031.199 || TS Score : 0.00099
Attacker : 184.051.126 || TS Score : 0.09
Attacker : 172.233.130 || TS Score : 0.9
Attacker : 023.015.025 || TS Score : 0.09
Attacker : 186.004.138 || TS Score : 0.009
Attacker : 004.027.012 || TS Score : 0.909
Attacker : 023.199.011 || TS Score : 9e-05
Attacker : 198.078.220 || TS Score : 0.009
Attacker : 188.048.252 || TS Score : 9e-05
Attacker : 054.243.119 || TS Score : 0.009
Attacker : 074.125.141 || TS Score : 9e-05
Attacker : 054.225.133 || TS Score : 0.9
Attacker : 112.208.101 || TS Score : 0.09
Attacker : 050.190.010 || TS Score : 0.0909
Attacker : 074.071.210 || TS Score : 0.09
Attacker : 064.233.185 || TS Score : 9e-05
Attacker : 112.134.214 || TS Score : 0.009
Attacker : 008.254.221 || TS Score : 0.9
Attacker : 122.150.083 || TS Score : 0.009
Attacker : 067.164.095 || TS Score : 0.0009
Attacker : 109.246.039 || TS Score : 9e-05
Attacker : 065.095.082 || TS Score : 9e-05
Attacker : 054.163.249 || TS Score : 9e-05
Attacker : 108.018.200 || TS Score : 0.00909
Attacker : 093.173.000 || TS Score : 0.009
Attacker : 197.089.180 || TS Score : 0.009
Attacker : 031.013.065 || TS Score : 0.90009
Attacker : 184.051.108 || TS Score : 0.009
Attacker : 204.155.148 || TS Score : 9e-05
Attacker : 173.252.120 || TS Score : 0.0009
Attacker : 202.137.123 || TS Score : 0.09
Attacker : 186.078.193 || TS Score : 9e-05
Attacker : 064.053.032 || TS Score : 0.9
Attacker : 023.013.195 || TS Score : 9e-05
Attacker : 180.138.018 || TS Score : 0.9
Attacker : 062.043.005 || TS Score : 0.009
Attacker : 075.051.193 || TS Score : 0.009
Attacker : 054.236.180 || TS Score : 0.009
Attacker : 187.055.108 || TS Score : 9e-05
Attacker : 067.060.106 || TS Score : 0.009
Attacker : 060.028.205 || TS Score : 0.9
Attacker : 112.198.064 || TS Score : 0.009
Attacker : 008.015.229 || TS Score : 0.09
Attacker : 083.043.056 || TS Score : 0.009
Attacker : 098.158.099 || TS Score : 0.0009
Attacker : 052.006.023 || TS Score : 9e-05
Attacker : 198.041.215 || TS Score : 0.9
Attacker : 115.239.211 || TS Score : 9e-05
Attacker : 198.090.021 || TS Score : 0.0009
Attacker : 074.125.021 || TS Score : 0.0009
Attacker : 107.022.237 || TS Score : 9e-05
Attacker : 054.241.032 || TS Score : 9e-05
Attacker : 023.192.162 || TS Score : 0.09
Attacker : 184.029.177 || TS Score : 0.0009
Attacker : 216.157.012 || TS Score : 9e-05
Attacker : 031.013.073 || TS Score : 0.99099
Attacker : 172.233.161 || TS Score : 0.9
Attacker : 067.135.105 || TS Score : 0.00909
Attacker : 064.053.001 || TS Score : 0.90099
Attacker : 072.227.109 || TS Score : 0.00999
Attacker : 074.125.196 || TS Score : 0.9
Attacker : 042.120.219 || TS Score : 9e-05
Attacker : 066.150.223 || TS Score : 0.0009
Attacker : 108.070.126 || TS Score : 0.009
Attacker : 217.209.111 || TS Score : 9e-05
Attacker : 059.024.245 || TS Score : 9e-05
Attacker : 105.227.252 || TS Score : 0.09
Attacker : 023.007.057 || TS Score : 0.099
Attacker : 052.017.126 || TS Score : 0.09
Attacker : 184.029.104 || TS Score : 0.00909
Attacker : 017.110.224 || TS Score : 9e-05
Attacker : 098.139.225 || TS Score : 9e-05
Attacker : 061.076.058 || TS Score : 9e-05
Attacker : 206.054.174 || TS Score : 0.9009
Attacker : 023.235.046 || TS Score : 9e-05
Attacker : 017.172.192 || TS Score : 9e-05
Victim : *AAE4B2C2D285BA3CBEA989EC5BF6D1B711CA7FDE
Attacker : 187.015.033 || TS Score : 0.009
Attacker : 187.111.004 || TS Score : 0.00999
Attacker : 189.048.061 || TS Score : 0.9
Attacker : 189.105.210 || TS Score : 0.99
Attacker : 177.179.056 || TS Score : 0.099
Victim : *CFF3F4A140617365D3BB71545F0802DD71B73274
Attacker : 190.148.039 || TS Score : 0.9
Attacker : 092.108.042 || TS Score : 0.09
Attacker : 191.234.005 || TS Score : 0.0009
Attacker : 050.153.127 || TS Score : 0.9
Attacker : 104.156.081 || TS Score : 0.009
Attacker : 062.252.179 || TS Score : 0.9
Attacker : 187.126.088 || TS Score : 9e-05
Attacker : 095.211.168 || TS Score : 0.09009
Attacker : 017.134.062 || TS Score : 0.9
Attacker : 069.031.017 || TS Score : 0.0009
Attacker : 220.142.082 || TS Score : 0.09
Attacker : 202.108.023 || TS Score : 9e-05
Attacker : 104.239.143 || TS Score : 9e-05
Attacker : 198.053.038 || TS Score : 0.9
Attacker : 017.253.004 || TS Score : 0.009
Attacker : 111.119.231 || TS Score : 0.9
Attacker : 138.108.019 || TS Score : 0.0009
Attacker : 073.221.179 || TS Score : 0.09
Attacker : 031.013.065 || TS Score : 0.90909
Attacker : 203.191.177 || TS Score : 0.009
Attacker : 172.224.231 || TS Score : 0.0009
Attacker : 023.015.022 || TS Score : 0.09
Attacker : 172.224.217 || TS Score : 0.9
Attacker : 050.016.235 || TS Score : 0.0009
Attacker : 180.245.202 || TS Score : 0.9
Attacker : 023.199.242 || TS Score : 0.009
Attacker : 208.071.042 || TS Score : 0.0009
Attacker : 078.073.020 || TS Score : 0.9
Attacker : 189.026.068 || TS Score : 0.9
Attacker : 209.197.003 || TS Score : 0.9
Attacker : 184.029.177 || TS Score : 9e-05
Attacker : 071.059.046 || TS Score : 0.9
Attacker : 137.063.074 || TS Score : 0.9
Attacker : 064.094.179 || TS Score : 0.09
Attacker : 204.079.197 || TS Score : 0.0009
Attacker : 202.229.115 || TS Score : 0.9
Victim : *1443E92D40E99019EA1F37249C1A69493983D3AE
Attacker : 108.069.157 || TS Score : 0.009
Attacker : 087.203.067 || TS Score : 0.009
Attacker : 073.045.146 || TS Score : 0.009
Attacker : 077.247.181 || TS Score : 0.009
Attacker : 046.166.191 || TS Score : 0.999
Attacker : 062.076.024 || TS Score : 0.009
Attacker : 118.151.208 || TS Score : 0.009
Attacker : 108.047.004 || TS Score : 0.009
Attacker : 121.054.058 || TS Score : 0.009
Attacker : 088.208.202 || TS Score : 0.009
Attacker : 070.065.148 || TS Score : 0.009
Attacker : 073.006.136 || TS Score : 0.009
Attacker : 173.248.152 || TS Score : 0.009
Attacker : 061.240.144 || TS Score : 9e-05
Attacker : 222.186.134 || TS Score : 0.009
Attacker : 024.141.099 || TS Score : 0.009
Attacker : 116.075.032 || TS Score : 0.009
Attacker : 091.236.075 || TS Score : 0.09
Attacker : 111.203.095 || TS Score : 0.009
Attacker : 068.195.149 || TS Score : 0.009
Attacker : 108.160.172 || TS Score : 9e-05
Attacker : 203.144.093 || TS Score : 0.009
Attacker : 082.057.060 || TS Score : 0.009
Attacker : 063.142.161 || TS Score : 0.009
Victim : *3359C4CDD075809AD59C66C983AE086CCD5C6C87
Attacker : 082.152.122 || TS Score : 9e-05
Attacker : 037.122.009 || TS Score : 0.0009
Attacker : 081.005.134 || TS Score : 9e-05
Attacker : 089.241.081 || TS Score : 0.009
Attacker : 037.205.062 || TS Score : 9e-05
Attacker : 081.168.011 || TS Score : 9e-05
Attacker : 082.068.204 || TS Score : 0.0009
Attacker : 079.121.164 || TS Score : 0.9
Attacker : 091.082.237 || TS Score : 0.9
Attacker : 001.009.018 || TS Score : 0.0009
Attacker : 005.249.045 || TS Score : 0.0009
Attacker : 046.255.119 || TS Score : 0.00909
Attacker : 088.096.037 || TS Score : 0.09
Attacker : 113.189.078 || TS Score : 0.009
Attacker : 082.153.055 || TS Score : 0.0099
Attacker : 109.068.196 || TS Score : 0.00909
Attacker : 062.210.148 || TS Score : 0.009
Attacker : 092.131.095 || TS Score : 0.09
Attacker : 089.206.140 || TS Score : 0.09099
Attacker : 190.179.215 || TS Score : 0.9
Attacker : 091.085.076 || TS Score : 9e-05
Attacker : 091.085.145 || TS Score : 0.0009
Attacker : 165.228.065 || TS Score : 9e-05
Attacker : 078.146.092 || TS Score : 0.0099
Attacker : 091.084.014 || TS Score : 0.90009
Attacker : 082.152.029 || TS Score : 9e-05
Attacker : 080.047.096 || TS Score : 0.0009
Attacker : 082.152.244 || TS Score : 0.9
Attacker : 082.152.243 || TS Score : 0.9
Attacker : 081.168.076 || TS Score : 0.0009
Attacker : 217.155.062 || TS Score : 0.009
Attacker : 066.035.046 || TS Score : 0.90009
Attacker : 031.008.159 || TS Score : 9e-05
Attacker : 080.047.143 || TS Score : 9e-05
Attacker : 091.084.247 || TS Score : 0.9
Attacker : 217.155.149 || TS Score : 0.009
Attacker : 092.026.254 || TS Score : 0.0009
Attacker : 082.068.217 || TS Score : 0.009
Attacker : 081.187.087 || TS Score : 0.009
Attacker : 082.153.022 || TS Score : 0.0909
Attacker : 089.206.136 || TS Score : 9e-05
Attacker : 089.206.133 || TS Score : 9e-05
Attacker : 088.096.009 || TS Score : 0.0009
Attacker : 031.053.032 || TS Score : 0.0009
Attacker : 091.084.228 || TS Score : 9e-05
Attacker : 176.035.151 || TS Score : 0.009
Attacker : 088.096.161 || TS Score : 0.00999
Attacker : 081.131.218 || TS Score : 0.90099
Attacker : 085.090.032 || TS Score : 0.99
Attacker : 081.005.168 || TS Score : 0.00099
Attacker : 031.053.011 || TS Score : 0.0009
Attacker : 194.201.203 || TS Score : 0.0009
Attacker : 109.104.119 || TS Score : 0.09
Attacker : 082.071.028 || TS Score : 0.0009
Attacker : 217.155.158 || TS Score : 0.00909
Attacker : 083.244.227 || TS Score : 0.09
Attacker : 091.084.242 || TS Score : 0.0009
